Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 25_level_0_Matches
237,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-094,1993,6.2,16,2.60,13,1,2,0,0,0,3,0.49,3,0,0,0,0,0,Matches
238,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26-292,1998,0.8,2,2.47,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
239,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-090,1997,9.2,31,3.37,20,1,3,3,4,0,4,0.43,2,0,1,0,1,0,Matches
240,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23-291,2001,15.5,33,2.13,25,1,0,1,2,4,7,0.45,4,1,0,0,1,1,Matches
241,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-072,2001,9.7,30,3.08,24,0,2,3,0,1,3,0.31,3,0,0,0,0,0,Matches
242,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21-267,2003,17.3,43,2.49,38,0,1,2,0,2,7,0.41,7,0,0,0,0,0,Matches
243,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,22-139,2002,17.5,32,1.83,21,0,2,4,3,2,3,0.17,3,0,0,0,0,0,Matches
244,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,19-070,2005,0.6,1,1.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
245,Marc Bartra,es ESP,DF,Betis,es La Liga,34-053,1991,14.3,5,0.35,4,0,0,1,0,0,1,0.07,0,0,0,1,0,0,Matches
246,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,28-170,1996,28.0,11,0.39,8,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
247,Daniele Baselli,it ITA,MF,Como,it Serie A,32-362,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
248,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-068,1999,26.2,17,0.65,13,1,2,0,0,1,2,0.08,1,0,0,0,0,1,Matches
249,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19-239,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
250,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25-330,1999,22.4,58,2.59,50,3,0,1,2,2,10,0.45,8,1,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
251,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28-313,1996,21.0,3,0.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
252,Michy Batshuayi,be BEL,"FW,DF",Eint Frankfurt,de Bundesliga,31-158,1993,1.0,3,2.93,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
253,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,29-022,1996,20.9,9,0.43,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
254,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,25-028,2000,7.3,4,0.55,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
255,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34-280,1990,19.0,7,0.37,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
256,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,25-220,1999,12.9,31,2.41,21,0,2,6,1,1,6,0.47,3,0,1,2,0,0,Matches
257,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,20-038,2005,2.0,1,0.49,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
258,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27-273,1997,8.6,28,3.28,20,3,4,1,0,0,3,0.35,2,1,0,0,0,0,Matches
259,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,30-028,1995,10.1,20,1.98,16,0,2,1,1,0,1,0.10,1,0,0,0,0,0,Matches
260,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27-349,1997,19.1,22,1.15,16,0,1,4,0,1,8,0.42,5,0,1,1,0,1,Matches
261,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28-331,1996,21.1,14,0.66,13,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
262,Donny van de Beek,nl NED,MF,Girona,es La Liga,27-325,1997,13.9,23,1.65,23,0,0,0,0,0,2,0.14,2,0,0,0,0,0,Matches
263,Hannes Behrens,de GER,DF,Hoffenheim,de Bundesliga,,,0.3,2,6.21,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
264,Kevin Behrens,de GER,"FW,MF",Wolfsburg,de Bundesliga,34-034,1991,1.5,4,2.73,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
265,Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,22-143,2002,13.7,39,2.84,24,0,5,4,2,4,6,0.44,4,0,1,1,0,0,Matches
266,Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20-252,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
267,Ismael Bekhoucha,ma MAR,MF,Getafe,es La Liga,20-109,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
268,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20-281,2004,18.4,41,2.23,34,0,3,1,1,2,3,0.16,2,0,0,0,0,1,Matches
269,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20-281,2004,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
270,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-040,1994,17.6,12,0.68,12,0,0,0,0,0,4,0.23,4,0,0,0,0,0,Matches
271,Yassin Belkhdim,fr FRA,"MF,FW",Angers,fr Ligue 1,23-023,2002,9.5,5,0.53,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
272,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,33-197,1991,13.1,8,0.61,6,0,0,1,0,1,2,0.15,1,0,0,1,0,0,Matches
273,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,23-088,2001,2.7,2,0.75,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
274,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24-296,2000,1.0,1,1.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
275,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24-296,2000,17.6,41,2.33,33,6,1,0,1,0,8,0.46,7,1,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
276,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26-255,1998,13.5,43,3.18,28,1,3,4,5,2,7,0.52,6,0,0,0,0,1,Matches
277,Héctor Bellerín,es ESP,DF,Betis,es La Liga,29-355,1995,5.8,11,1.89,10,0,1,0,0,0,1,0.17,1,0,0,0,0,0,Matches
278,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21-253,2003,18.1,64,3.54,49,1,4,5,3,2,9,0.50,7,0,0,1,1,0,Matches
279,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,20-020,2005,0.8,1,1.34,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
280,Andrea Belotti,it ITA,FW,Como,it Serie A,31-079,1993,6.6,14,2.13,9,0,0,3,2,0,0,0.00,0,0,0,0,0,0,Matches
281,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-034,1999,18.1,25,1.38,22,0,1,2,0,0,2,0.11,2,0,0,0,0,0,Matches
282,Lucas Beltrán,ar ARG,"MF,FW",Fiorentina,it Serie A,23-345,2001,16.8,51,3.04,45,1,0,2,2,1,8,0.48,7,0,0,0,1,0,Matches
283,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,20-021,2005,16.3,66,4.05,50,5,1,7,3,0,6,0.37,4,1,0,1,0,0,Matches
284,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26-344,1998,3.7,9,2.45,7,0,1,0,0,1,3,0.82,3,0,0,0,0,0,Matches
285,Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,24-105,2000,2.2,3,1.36,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
286,László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,27-181,1997,5.2,29,5.60,16,12,0,1,0,0,1,0.19,0,1,0,0,0,0,Matches
287,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,22-211,2002,0.4,1,2.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
288,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,27-098,1997,3.3,12,3.60,9,2,1,0,0,0,1,0.30,1,0,0,0,0,0,Matches
289,Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,27-098,1997,3.6,10,2.79,6,2,0,1,0,1,1,0.28,0,0,0,0,0,1,Matches
290,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,29-211,1995,8.2,27,3.31,17,7,3,0,0,0,6,0.74,5,0,1,0,0,0,Matches
291,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29-327,1995,16.0,27,1.68,25,2,0,0,0,0,7,0.44,6,1,0,0,0,0,Matches
292,Nabil Bentaleb,dz ALG,"MF,FW",Lille,fr Ligue 1,30-105,1994,1.5,3,2.06,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
293,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27-257,1997,12.2,30,2.45,23,0,1,4,0,2,2,0.16,2,0,0,0,0,0,Matches
294,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,21-105,2003,16.1,13,0.81,13,0,0,0,0,0,3,0.19,3,0,0,0,0,0,Matches
295,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35-027,1990,16.3,33,2.02,28,2,0,1,0,2,2,0.12,2,0,0,0,0,0,Matches
296,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29-248,1995,16.8,75,4.47,47,15,7,2,2,2,13,0.77,6,3,2,1,1,0,Matches
297,Sander Berge,no NOR,MF,Fulham,eng Premier League,27-023,1998,17.3,32,1.85,28,1,0,1,0,2,1,0.06,1,0,0,0,0,0,Matches
298,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,19-035,2006,9.4,13,1.38,9,2,0,2,0,0,2,0.21,1,0,0,1,0,0,Matches
299,Medon Berisha,al ALB,MF,Lecce,it Serie A,21-139,2003,4.6,16,3.47,11,3,0,1,1,0,2,0.43,2,0,0,0,0,0,Matches
300,Mergim Berisha,de GER,"FW,MF",Hoffenheim,de Bundesliga,26-302,1998,3.7,5,1.35,4,0,0,1,0,0,1,0.27,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
301,Adrian Bernabe,es ESP,MF,Parma,it Serie A,23-287,2001,11.8,43,3.63,33,6,1,1,2,0,3,0.25,3,0,0,0,0,0,Matches
302,Marc Bernal,es ESP,MF,Barcelona,es La Liga,17-287,2007,2.7,1,0.37,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
303,Bernardo,br BRA,DF,Bochum,de Bundesliga,29-299,1995,13.8,17,1.23,15,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
304,Juan Bernat,es ESP,"DF,MF",Villarreal,es La Liga,32-008,1993,2.4,8,3.40,7,0,0,1,0,0,1,0.42,1,0,0,0,0,0,Matches
305,Juan Bernat,es ESP,MF,Getafe,es La Liga,32-008,1993,3.0,2,0.66,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
306,Maxime Bernauer,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-251,1998,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
307,Antoine Bernede,fr FRA,"MF,FW",Hellas Verona,it Serie A,25-287,1999,1.4,5,3.69,3,0,1,1,0,0,1,0.74,0,0,1,0,0,0,Matches
308,Alexander Bernhardsson,se SWE,"MF,DF",Holstein Kiel,de Bundesliga,26-182,1998,6.4,15,2.35,9,4,0,1,0,1,2,0.31,1,0,0,0,0,1,Matches
309,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,22-083,2002,23.5,38,1.62,29,6,1,0,2,0,3,0.13,3,0,0,0,0,0,Matches
310,Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,29-184,1995,21.2,90,4.25,52,26,4,4,3,1,6,0.28,2,2,2,0,0,0,Matches
311,Juan Berrocal,es ESP,DF,Getafe,es La Liga,25-309,1999,8.8,5,0.57,3,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
312,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,26-276,1998,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
313,Jan-Niklas Beste,de GER,FW,Freiburg,de Bundesliga,26-064,1999,1.0,2,2.05,1,1,0,0,0,0,1,1.02,1,0,0,0,0,0,Matches
314,Beto,gw GNB,FW,Everton,eng Premier League,27-037,1998,9.5,12,1.26,7,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches
315,Sam Beukema,nl NED,DF,Bologna,it Serie A,26-112,1998,24.5,25,1.02,20,2,0,3,0,0,5,0.20,3,0,0,2,0,0,Matches
316,Alessandro Bianco,it ITA,MF,Monza,it Serie A,22-159,2002,19.9,26,1.31,24,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
317,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,22-159,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
318,Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,22-029,2003,7.1,22,3.10,18,0,0,2,2,0,4,0.56,3,0,0,0,1,0,Matches
319,Jaka Bijol,si SVN,DF,Udinese,it Serie A,26-032,1999,25.0,22,0.88,18,1,0,3,0,0,1,0.04,0,0,0,1,0,0,Matches
320,El Bilal Touré,ml MLI,"FW,MF",Stuttgart,de Bundesliga,23-157,2001,3.5,11,3.11,8,0,1,2,0,0,1,0.28,1,0,0,0,0,0,Matches
321,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,28-271,1996,2.0,16,7.83,13,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
322,Philip Billing,dk DEN,MF,Napoli,it Serie A,28-271,1996,0.8,5,6.16,2,0,0,2,0,1,1,1.23,0,0,0,1,0,0,Matches
323,Cristiano Biraghi,it ITA,DF,Torino,it Serie A,32-189,1992,3.2,11,3.40,5,5,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
324,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,32-189,1992,4.8,8,1.66,3,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
325,Samuele Birindelli,it ITA,"DF,MF",Monza,it Serie A,25-233,1999,7.7,20,2.59,18,1,0,1,0,0,1,0.13,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
326,Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,19-254,2005,19.8,91,4.59,54,24,2,5,4,2,6,0.30,6,0,0,0,0,0,Matches
327,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,28-191,1996,11.7,13,1.11,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
328,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,31-080,1993,9.5,33,3.46,23,2,0,3,4,1,3,0.31,3,0,0,0,0,0,Matches
329,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,19-305,2005,13.6,4,0.29,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
330,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,33-364,1991,23.0,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
331,Bjarki Bjarkason,is ISL,"DF,MF",Venezia,it Serie A,24-302,2000,1.8,1,0.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
332,Antonio Blanco,es ESP,MF,Alavés,es La Liga,24-229,2000,20.7,34,1.64,28,3,0,1,1,1,1,0.05,1,0,0,0,0,0,Matches
333,Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,27-068,1997,22.2,96,4.33,52,23,5,7,3,6,15,0.68,6,4,1,1,2,1,Matches
334,Daley Blind,nl NED,DF,Girona,es La Liga,35-000,1990,18.9,26,1.38,25,1,0,0,0,0,4,0.21,4,0,0,0,0,0,Matches
335,Myron Boadu,nl NED,FW,Bochum,de Bundesliga,24-054,2001,6.5,15,2.30,12,0,0,1,2,0,1,0.15,1,0,0,0,0,0,Matches
336,Augustine Boakye,gh GHA,"FW,MF",Saint-Étienne,fr Ligue 1,24-126,2000,8.1,35,4.30,24,1,5,3,2,0,1,0.12,0,0,0,1,0,0,Matches
337,Mathéo Bodmer,fr FRA,MF,Le Havre,fr Ligue 1,20-307,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
338,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,24-177,2000,4.7,7,1.50,5,0,2,0,0,0,2,0.43,1,0,1,0,0,0,Matches
339,Jeremie Boga,ci CIV,"MF,FW",Nice,fr Ligue 1,28-065,1997,7.3,34,4.66,18,5,4,5,2,0,3,0.41,2,0,0,1,0,0,Matches
340,Lamare Bogarde,nl NED,"DF,MF",Aston Villa,eng Premier League,21-063,2004,5.3,10,1.89,8,1,0,0,0,1,1,0.19,1,0,0,0,0,0,Matches
341,Emil Bohinen,no NOR,MF,Genoa,it Serie A,25-362,1999,1.8,5,2.69,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
342,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,22-260,2002,7.6,10,1.31,6,1,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
343,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,34-034,1991,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
344,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,24-344,2000,17.2,9,0.52,9,0,0,0,0,0,2,0.12,2,0,0,0,0,0,Matches
345,Warren Bondo,fr FRA,MF,Monza,it Serie A,21-175,2003,18.0,26,1.45,20,0,2,0,4,0,1,0.06,1,0,0,0,0,0,Matches
346,Warren Bondo,fr FRA,MF,Milan,it Serie A,21-175,2003,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
347,Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,24-076,2000,8.9,29,3.27,17,0,5,7,0,0,3,0.34,1,0,2,0,0,0,Matches
348,Kevin Bonifazi,it ITA,DF,Lecce,it Serie A,28-294,1996,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
349,Ange-Yoan Bonny,fr FRA,FW,Parma,it Serie A,21-135,2003,20.1,50,2.49,34,1,7,5,3,0,5,0.25,2,0,1,1,1,0,Matches
350,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,25-352,1999,7.7,4,0.52,3,0,0,1,0,0,1,0.13,0,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
351,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,25-056,2000,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
352,Saïmon Bouabré,fr FRA,"MF,FW",Monaco,fr Ligue 1,18-281,2006,0.8,1,1.25,1,0,0,0,0,0,1,1.25,1,0,0,0,0,0,Matches
353,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,17-158,2007,11.3,13,1.15,11,0,1,0,1,0,2,0.18,1,0,1,0,0,0,Matches
354,Badredine Bouanani,dz ALG,"MF,FW",Nice,fr Ligue 1,20-091,2004,7.5,27,3.60,20,2,2,2,1,0,4,0.53,2,0,1,1,0,0,Matches
355,Benjamin Bouchouari,ma MAR,MF,Saint-Étienne,fr Ligue 1,23-116,2001,14.5,39,2.68,32,0,2,3,1,1,2,0.14,2,0,0,0,0,0,Matches
356,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,25-167,1999,18.2,41,2.26,34,1,0,1,3,2,4,0.22,3,0,0,0,1,0,Matches
357,Carlo Boukhalfa,ma MAR,MF,St. Pauli,de Bundesliga,25-310,1999,13.6,27,1.98,18,0,1,6,1,1,2,0.15,2,0,0,0,0,0,Matches
358,Justin Bourgault,fr FRA,DF,Brest,fr Ligue 1,19-176,2005,0.9,2,2.37,2,0,0,0,0,0,1,1.18,1,0,0,0,0,0,Matches
359,Benjamin Bourigeaud,fr FRA,MF,Rennes,fr Ligue 1,31-054,1994,0.9,2,2.25,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
360,Edoardo Bove,it ITA,"MF,FW",Fiorentina,it Serie A,22-297,2002,9.5,31,3.27,24,1,1,1,3,1,7,0.74,5,0,1,0,1,0,Matches
361,Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,28-079,1996,22.3,90,4.04,55,12,5,10,6,2,10,0.45,6,2,1,1,0,0,Matches
362,Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,23-153,2001,21.7,8,0.37,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
363,Enzo Boyomo,cm CMR,DF,Valladolid,es La Liga,23-153,2001,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
364,Domagoj Bradarić,hr CRO,DF,Hellas Verona,it Serie A,25-089,1999,12.4,31,2.49,18,9,2,1,1,0,1,0.08,1,0,0,0,0,0,Matches
365,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,21-243,2003,4.1,9,2.18,6,0,2,0,1,0,1,0.24,1,0,0,0,0,0,Matches
366,Bilal Brahimi,dz ALG,MF,Nice,fr Ligue 1,24-360,2000,0.8,1,1.18,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
367,Julian Brandt,de GER,MF,Dortmund,de Bundesliga,28-311,1996,18.1,72,3.97,59,6,2,5,0,0,6,0.33,5,1,0,0,0,0,Matches
368,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,22-255,2002,19.1,12,0.63,10,1,0,0,1,0,2,0.10,1,1,0,0,0,0,Matches
369,Darko Brašanac,rs SRB,MF,Leganés,es La Liga,33-025,1992,14.5,23,1.59,19,0,0,2,2,0,2,0.14,2,0,0,0,0,0,Matches
