Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 37_level_0_Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
576,Francis Coquelin,fr FRA,"MF,FW",Nantes,fr Ligue 1,33-300,1991,2,1,46,0.5,0,1,1,0,0,0,0,0,0.5,0.5,0.9,1.4,0,3,1,0.00,1.96,1.96,0.00,1.96,1.08,1.69,2.77,1.08,2.77,Matches
577,Iker Córdoba,es ESP,DF,Valencia,es La Liga,19-118,2005,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.00,0.45,Matches
578,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,27-104,1997,16,13,1081,12.0,0,0,0,0,0,0,9,2,0.8,0.8,0.1,0.9,8,49,10,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.07,0.07,0.07,Matches
579,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,28-163,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
580,Maxwel Cornet,ci CIV,"FW,MF",Genoa,it Serie A,28-163,1996,6,2,237,2.6,2,1,3,2,0,0,0,0,1.0,1.0,0.6,1.6,8,4,26,0.76,0.38,1.14,0.76,1.14,0.39,0.23,0.61,0.39,0.61,Matches
581,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,28-087,1996,11,7,576,6.4,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,11,19,17,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
582,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,30-000,1995,24,3,652,7.2,3,1,4,3,0,0,3,0,4.2,4.2,1.2,5.4,21,19,64,0.41,0.14,0.55,0.41,0.55,0.58,0.16,0.74,0.58,0.74,Matches
583,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,30-208,1994,9,2,252,2.8,1,2,3,1,0,0,1,0,0.8,0.8,1.4,2.2,6,15,17,0.36,0.71,1.07,0.36,1.07,0.29,0.49,0.79,0.29,0.79,Matches
584,Thierry Correia,pt POR,DF,Valencia,es La Liga,26-000,1999,11,9,768,8.5,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,16,44,48,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
585,Alberto costa,pt POR,DF,Juventus,it Serie A,21-161,2003,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,6,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
586,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,22-226,2002,9,7,580,6.4,1,1,2,1,0,0,3,0,0.7,0.7,0.6,1.3,21,7,40,0.16,0.16,0.31,0.16,0.31,0.11,0.09,0.20,0.11,0.20,Matches
587,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31-239,1993,16,16,1261,14.0,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,10,61,15,0.00,0.07,0.07,0.00,0.07,0.00,0.03,0.03,0.00,0.03,Matches
588,David Costa,pt POR,"MF,FW",Lens,fr Ligue 1,24-063,2001,11,3,352,3.9,0,0,0,0,0,0,0,1,1.2,1.2,0.4,1.6,14,24,20,0.00,0.00,0.00,0.00,0.00,0.31,0.10,0.41,0.31,0.41,Matches
589,Logan Costa,cv CPV,DF,Villarreal,es La Liga,23-342,2001,20,18,1603,17.8,2,0,2,2,0,0,2,0,0.6,0.6,0.3,1.0,18,72,9,0.11,0.00,0.11,0.11,0.11,0.04,0.02,0.05,0.04,0.05,Matches
590,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,23-342,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,Matches
591,Samu Costa,pt POR,MF,Mallorca,es La Liga,24-102,2000,21,20,1707,19.0,0,2,2,0,0,0,6,1,1.4,1.4,1.1,2.5,15,77,50,0.00,0.11,0.11,0.00,0.11,0.08,0.06,0.13,0.08,0.13,Matches
592,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,25-340,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
593,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,32-199,1992,15,8,736,8.2,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.8,11,28,21,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Matches
594,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,28-333,1996,28,20,1902,21.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,7,64,22,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
595,Lasso Coulibaly,gh GHA,"FW,MF",Auxerre,fr Ligue 1,22-141,2002,2,0,38,0.4,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,0,3,2.37,0.00,2.37,2.37,2.37,0.52,0.00,0.52,0.52,0.52,Matches
596,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,20-322,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.85,0.85,0.85,Matches
597,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,21-146,2003,7,5,438,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,16,0,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
598,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,24-019,2001,16,8,735,8.2,2,0,2,2,0,0,3,2,2.5,2.5,0.6,3.0,34,10,57,0.24,0.00,0.24,0.24,0.24,0.30,0.07,0.37,0.30,0.37,Matches
599,Woyo Coulibaly,fr FRA,DF,Leicester City,eng Premier League,25-293,1999,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
600,Woyo Coulibaly,fr FRA,DF,Parma,it Serie A,25-293,1999,14,12,1084,12.0,0,1,1,0,0,0,1,1,0.1,0.1,0.9,1.1,36,41,23,0.00,0.08,0.08,0.00,0.08,0.01,0.08,0.09,0.01,0.09,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
601,Marius Courcoul,fr FRA,"DF,MF",Angers,fr Ligue 1,18-067,2007,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
602,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32-302,1992,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
603,Yan Couto,br BRA,DF,Dortmund,de Bundesliga,22-279,2002,17,6,756,8.4,0,0,0,0,0,0,4,0,0.2,0.2,0.8,1.0,40,58,71,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Matches
604,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,26-060,1999,19,17,1464,16.3,1,0,1,1,0,0,2,1,1.2,1.2,1.4,2.6,19,49,37,0.06,0.00,0.06,0.06,0.06,0.07,0.09,0.16,0.07,0.16,Matches
605,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,35-084,1989,12,5,476,5.3,0,0,0,0,0,0,2,0,0.1,0.1,1.1,1.3,4,22,2,0.00,0.00,0.00,0.00,0.00,0.02,0.22,0.24,0.02,0.24,Matches
606,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,22-204,2002,23,21,1873,20.8,2,0,2,2,0,0,2,0,2.6,2.6,1.0,3.5,7,46,6,0.10,0.00,0.10,0.10,0.10,0.12,0.05,0.17,0.12,0.17,Matches
607,Bryan Cristante,it ITA,MF,Roma,it Serie A,30-006,1995,19,15,1283,14.3,2,1,3,2,0,0,6,0,1.1,1.1,0.9,2.0,17,98,23,0.14,0.07,0.21,0.14,0.21,0.07,0.06,0.14,0.07,0.14,Matches
608,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,29-111,1995,8,1,136,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,4,6,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
609,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32-224,1992,17,13,995,11.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,7,36,10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
610,Juan Cruz,es ESP,"FW,DF",Leganés,es La Liga,24-318,2000,26,19,1643,18.3,4,2,6,4,0,0,2,0,1.5,1.5,2.0,3.6,45,48,98,0.22,0.11,0.33,0.22,0.33,0.08,0.11,0.20,0.08,0.20,Matches
611,Juan Cuadrado,co COL,"DF,MF",Atalanta,it Serie A,36-287,1988,15,4,567,6.3,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,31,41,63,0.00,0.32,0.32,0.00,0.32,0.11,0.21,0.33,0.11,0.32,Matches
612,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,18-046,2007,26,23,2055,22.8,0,3,3,0,0,0,3,0,0.7,0.7,1.6,2.3,22,157,5,0.00,0.13,0.13,0.00,0.13,0.03,0.07,0.10,0.03,0.10,Matches
613,Cucho,co COL,FW,Betis,es La Liga,25-323,1999,3,3,231,2.6,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,6,10,10,0.00,0.00,0.00,0.00,0.00,0.19,0.17,0.36,0.19,0.36,Matches
614,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26-230,1998,25,23,2074,23.0,3,1,4,3,0,0,8,1,1.9,1.9,1.7,3.7,25,84,81,0.13,0.04,0.17,0.13,0.17,0.08,0.08,0.16,0.08,0.16,Matches
615,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,25-112,1999,5,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
616,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25-286,1999,26,24,2143,23.8,13,4,17,13,0,0,3,0,6.7,6.7,6.6,13.4,92,112,137,0.55,0.17,0.71,0.55,0.71,0.28,0.28,0.56,0.28,0.56,Matches
617,Patrick Cutrone,it ITA,FW,Como,it Serie A,27-065,1998,26,19,1698,18.9,6,3,9,6,0,1,1,0,5.8,5.0,2.0,7.0,44,25,121,0.32,0.16,0.48,0.32,0.48,0.31,0.10,0.41,0.27,0.37,Matches
618,Tomáš Čvančara,cz CZE,"FW,MF",Gladbach,de Bundesliga,24-208,2000,20,4,487,5.4,1,0,1,1,0,0,3,1,2.4,2.4,0.4,2.8,8,17,28,0.18,0.00,0.18,0.18,0.18,0.45,0.07,0.52,0.45,0.52,Matches
619,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,30-040,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,0,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.63,0.63,0.63,Matches
620,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,36-181,1988,17,9,836,9.3,0,0,0,0,0,0,2,1,0.3,0.3,0.2,0.5,7,23,13,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
621,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,23-273,2001,26,20,1777,19.7,2,1,3,2,0,0,3,0,1.3,1.3,2.2,3.5,44,89,62,0.10,0.05,0.15,0.10,0.15,0.06,0.11,0.18,0.06,0.18,Matches
622,Samuel Dahl,se SWE,"DF,MF",Roma,it Serie A,25-005,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
623,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,26-347,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
624,Thomas Dähne,de GER,GK,Holstein Kiel,de Bundesliga,31-064,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
625,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,29-067,1996,9,3,364,4.0,1,1,2,1,0,0,2,0,0.5,0.5,0.7,1.2,1,17,6,0.25,0.25,0.49,0.25,0.49,0.13,0.18,0.31,0.13,0.31,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
626,Patson Daka,zm ZAM,"FW,MF",Leicester City,eng Premier League,26-151,1998,14,1,317,3.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,3,4,19,0.28,0.00,0.28,0.28,0.28,0.14,0.00,0.14,0.14,0.14,Matches
627,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,23-003,2002,5,4,300,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,10,0,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.07,0.02,0.07,Matches
628,Thijs Dallinga,nl NED,"FW,MF",Bologna,it Serie A,24-218,2000,21,4,534,5.9,2,0,2,2,0,0,1,0,2.9,2.9,0.4,3.3,5,9,47,0.34,0.00,0.34,0.34,0.34,0.50,0.07,0.56,0.50,0.56,Matches
629,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,25-356,1999,26,26,2306,25.6,0,1,1,0,0,0,4,0,1.9,1.9,1.5,3.4,47,83,128,0.00,0.04,0.04,0.00,0.04,0.07,0.06,0.13,0.07,0.13,Matches
630,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24-249,2000,28,25,2132,23.7,2,10,12,2,0,0,2,0,2.3,2.3,7.0,9.2,58,178,98,0.08,0.42,0.51,0.08,0.51,0.10,0.29,0.39,0.10,0.39,Matches
631,Maat Daniel Caprini,it ITA,FW,Fiorentina,it Serie A,19-026,2006,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
632,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23-316,2001,16,8,904,10.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,34,8,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
633,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,23-314,2001,4,3,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
634,Danilo,br BRA,DF,Juventus,it Serie A,33-237,1991,12,6,581,6.5,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,16,45,7,0.00,0.15,0.15,0.00,0.15,0.02,0.06,0.08,0.02,0.08,Matches
635,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,28-037,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.90,0.00,0.90,0.90,0.90,0.37,0.01,0.38,0.37,0.38,Matches
636,Arnaut Danjuma,nl NED,"FW,MF",Girona,es La Liga,28-037,1997,16,10,865,9.6,1,0,1,1,0,0,2,0,1.7,1.7,0.9,2.7,57,26,114,0.10,0.00,0.10,0.10,0.10,0.18,0.10,0.28,0.18,0.28,Matches
637,Jayden Danns,eng ENG,MF,Liverpool,eng Premier League,19-052,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
638,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,20-254,2004,18,12,1109,12.3,0,0,0,0,0,0,0,0,0.8,0.8,1.9,2.6,14,79,37,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21,Matches
639,Kevin Danso,at AUT,DF,Tottenham,eng Premier League,26-171,1998,3,3,257,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,6,0,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
640,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,26-171,1998,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.5,0.5,1.0,1.5,9,52,1,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
641,Dante,br BRA,DF,Nice,fr Ligue 1,41-142,1983,18,16,1463,16.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,14,69,7,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
642,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,,,7,1,73,0.8,1,0,1,1,0,0,0,0,1.0,1.0,0.2,1.2,2,2,3,1.23,0.00,1.23,1.23,1.23,1.26,0.24,1.50,1.26,1.50,Matches
643,Mohammed Daramy,dk DEN,FW,Reims,fr Ligue 1,23-061,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.32,0.51,0.20,0.51,Matches
644,Bence Dárdai,de GER,MF,Wolfsburg,de Bundesliga,19-044,2006,14,10,822,9.1,1,1,2,1,0,0,0,0,0.6,0.6,1.0,1.6,3,25,16,0.11,0.11,0.22,0.11,0.22,0.06,0.11,0.17,0.06,0.17,Matches
645,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,31-077,1993,26,22,1722,19.1,0,1,1,0,0,0,2,0,1.6,1.6,2.1,3.7,28,100,60,0.00,0.05,0.05,0.00,0.05,0.08,0.11,0.19,0.08,0.19,Matches
646,Matteo Darmian,it ITA,DF,Inter,it Serie A,35-097,1989,21,13,1166,13.0,2,2,4,2,0,0,2,0,1.2,1.2,1.4,2.6,9,25,73,0.15,0.15,0.31,0.15,0.31,0.09,0.11,0.20,0.09,0.20,Matches
647,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,26-159,1998,14,3,412,4.6,1,1,2,1,0,1,0,0,2.7,1.9,0.7,2.6,8,11,19,0.22,0.22,0.44,0.22,0.44,0.60,0.15,0.74,0.42,0.57,Matches
648,Juan David Cabal,co COL,DF,Juventus,it Serie A,24-060,2001,7,6,460,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,14,17,19,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
649,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,25-054,2000,23,19,1814,20.2,14,3,17,8,6,7,4,0,13.6,8.1,3.1,11.3,22,43,123,0.69,0.15,0.84,0.40,0.55,0.68,0.16,0.83,0.40,0.56,Matches
650,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,24-127,2000,18,16,1470,16.3,1,2,3,1,0,0,0,0,1.2,1.2,1.6,2.8,74,112,131,0.06,0.12,0.18,0.06,0.18,0.08,0.10,0.17,0.08,0.17,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
651,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31-319,1993,8,7,631,7.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,5,28,4,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
652,Keinan Davis,eng ENG,FW,Udinese,it Serie A,27-024,1998,15,6,689,7.7,2,1,3,2,0,0,2,0,1.5,1.5,2.0,3.5,16,20,46,0.26,0.13,0.39,0.26,0.39,0.20,0.25,0.45,0.20,0.45,Matches
653,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,25-056,2000,27,27,2371,26.3,1,2,3,1,0,0,5,0,0.8,0.8,4.1,4.9,45,53,111,0.04,0.08,0.11,0.04,0.11,0.03,0.15,0.19,0.03,0.19,Matches
654,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,fr Ligue 1,24-022,2001,23,22,1937,21.5,7,4,11,5,2,2,1,0,5.8,4.2,3.0,7.3,66,49,131,0.33,0.19,0.51,0.23,0.42,0.27,0.14,0.41,0.20,0.34,Matches
655,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,29-293,1995,18,16,1195,13.3,0,0,0,0,0,0,5,1,0.3,0.3,0.0,0.3,8,31,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
656,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34-307,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,6,20,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
657,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,33-254,1991,19,12,1098,12.2,2,6,8,2,0,0,2,0,2.6,2.6,6.1,8.8,37,113,104,0.16,0.49,0.66,0.16,0.66,0.22,0.50,0.72,0.22,0.72,Matches
658,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23-364,2001,26,21,1636,18.2,5,5,10,5,0,0,1,0,4.4,4.4,5.3,9.6,81,105,165,0.28,0.28,0.55,0.28,0.55,0.24,0.29,0.53,0.24,0.53,Matches
659,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30-289,1994,24,15,1451,16.1,3,3,6,3,0,0,6,0,1.2,1.2,3.9,5.0,52,164,53,0.19,0.19,0.37,0.19,0.37,0.07,0.24,0.31,0.07,0.31,Matches
660,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,24-035,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
661,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,32-140,1992,14,6,719,8.0,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.7,3,18,6,0.13,0.00,0.13,0.13,0.13,0.07,0.02,0.09,0.07,0.09,Matches
662,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36-290,1988,14,10,768,8.5,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,4,32,20,0.12,0.00,0.12,0.12,0.12,0.07,0.03,0.10,0.07,0.10,Matches
663,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26-277,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,9,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
664,Koni De Winter,be BEL,DF,Genoa,it Serie A,22-270,2002,16,15,1359,15.1,3,0,3,3,0,0,5,0,1.7,1.7,0.2,1.9,7,42,8,0.20,0.00,0.20,0.20,0.20,0.11,0.01,0.13,0.11,0.13,Matches
665,Amar Dedić,ba BIH,"DF,FW",Marseille,fr Ligue 1,22-203,2002,5,1,148,1.6,0,1,1,0,0,0,0,0,0.8,0.8,0.8,1.6,12,3,26,0.00,0.61,0.61,0.00,0.61,0.51,0.50,1.00,0.51,1.00,Matches
666,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,29-220,1995,21,12,1048,11.6,0,1,1,0,0,0,4,0,0.7,0.7,0.6,1.2,7,31,27,0.00,0.09,0.09,0.00,0.09,0.06,0.05,0.11,0.06,0.11,Matches
667,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28-345,1996,18,12,1024,11.4,5,3,8,2,3,4,0,0,4.6,1.4,2.6,4.0,24,48,93,0.44,0.26,0.70,0.18,0.44,0.40,0.23,0.63,0.12,0.36,Matches
668,Enrico Del Prato,it ITA,DF,Parma,it Serie A,25-119,1999,24,22,2047,22.7,4,0,4,4,0,0,5,0,1.9,1.9,1.1,3.0,6,60,16,0.18,0.00,0.18,0.18,0.18,0.08,0.05,0.13,0.08,0.13,Matches
669,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,22-029,2003,27,26,2094,23.3,10,2,12,8,2,2,8,0,8.1,6.5,1.8,8.3,48,25,88,0.43,0.09,0.52,0.34,0.43,0.35,0.08,0.43,0.28,0.36,Matches
670,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,24-031,2001,16,9,709,7.9,3,0,3,3,0,0,0,0,1.0,1.0,0.3,1.3,19,22,45,0.38,0.00,0.38,0.38,0.38,0.12,0.04,0.16,0.12,0.16,Matches
671,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,33-151,1991,6,6,428,4.8,0,0,0,0,0,0,1,0,1.0,1.0,0.7,1.7,3,5,16,0.00,0.00,0.00,0.00,0.00,0.21,0.15,0.36,0.21,0.36,Matches
